ncbi_id,reactome_id,reactome_name
7311,R-HSA-9694493,Maturation of protein E
7311,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling
7311,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses
7311,R-HSA-9706369,Negative regulation of FLT3
7311,R-HSA-9706377,FLT3 signaling by CBL mutants
7311,R-HSA-9708530,Regulation of BACH1 activity
7311,R-HSA-9725370,Signaling by ALK fusions and activated point mutants
7311,R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
7311,R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
7311,R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
7311,R-HSA-9755511,KEAP1-NFE2L2 pathway
7311,R-HSA-9758274,Regulation of NF-kappa B signaling
7311,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
7311,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
7311,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
7311,R-HSA-9766229,Degradation of CDH1
7311,R-HSA-9770562,mRNA Polyadenylation
7311,R-HSA-977225,Amyloid fiber formation
7311,R-HSA-9824878,"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 "
7311,R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation"
7311,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
7311,R-HSA-9833109,Evasion by RSV of host interferon responses
7311,R-HSA-9861718,Regulation of pyruvate metabolism
7311,R-HSA-9918432,Maturation of DENV proteins
7311,R-HSA-9918487,Dengue Virus Genome Translation and Replication
7311,R-HSA-9929356,GSK3B-mediated proteasomal degradation of PD-L1(CD274)
7311,R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274)
7311,R-HSA-9931269,AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)
7311,R-HSA-9931295,PD-L1(CD274) glycosylation and translocation to plasma membrane
7311,R-HSA-9932298,Degradation of CRY and PER proteins
7311,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide
7311,R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA
7311,R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
7311,R-HSA-9956593,Enterobacterial factors antagonize host defense 
7314,R-HSA-110312,Translesion synthesis by REV1
7314,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex
7314,R-HSA-110320,Translesion Synthesis by POLH
7314,R-HSA-1169091,Activation of NF-kappaB in B cells
7314,R-HSA-1169408,ISG15 antiviral mechanism
7314,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
7314,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
7314,R-HSA-1236974,ER-Phagosome pathway
7314,R-HSA-1253288,Downregulation of ERBB4 signaling
7314,R-HSA-1295596,Spry regulation of FGF signaling
7314,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling
7314,R-HSA-162588,Budding and maturation of HIV virion
7314,R-HSA-168638,NOD1/2 Signaling Pathway
7314,R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment"
7314,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta
7314,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B
7314,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C
7314,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1
7314,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin
7314,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
7314,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A
7314,R-HSA-174490,Membrane binding and targetting of GAG proteins
7314,R-HSA-175474,Assembly Of The HIV Virion
7314,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A
7314,R-HSA-180534,Vpu mediated degradation of CD4
7314,R-HSA-180585,Vif-mediated degradation of APOBEC3G
7314,R-HSA-182971,EGFR downregulation
7314,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21
7314,R-HSA-195253,Degradation of beta-catenin by the destruction complex
7314,R-HSA-201681,TCF dependent signaling in response to WNT
7314,R-HSA-202424,Downstream TCR signaling
7314,R-HSA-205043,NRIF signals cell death from the nucleus
7314,R-HSA-209543,p75NTR recruits signalling complexes
7314,R-HSA-209560,NF-kB is activated and signals survival
7314,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation
7314,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
7314,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus
7314,R-HSA-2173788,Downregulation of TGF-beta receptor signaling
7314,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)
7314,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity
7314,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
7314,R-HSA-2467813,Separation of Sister Chromatids
7314,R-HSA-2559580,Oxidative Stress Induced Senescence
7314,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP)
7314,R-HSA-2559585,Oncogene Induced Senescence
7314,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
7314,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
7314,R-HSA-2672351,Stimuli-sensing channels
7314,R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants
7314,R-HSA-2871837,FCERI mediated NF-kB activation
7314,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
7314,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus
7314,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA
7314,R-HSA-3322077,Glycogen synthesis
7314,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1
7314,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex
7314,R-HSA-3785653,Myoclonic epilepsy of Lafora
7314,R-HSA-382556,ABC-family proteins mediated transport
7314,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  
7314,R-HSA-450302,activated TAK1 mediates p38 MAPK activation
7314,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
7314,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA
7314,R-HSA-4608870,Asymmetric localization of PCP proteins
7314,R-HSA-4641257,Degradation of AXIN
7314,R-HSA-4641258,Degradation of DVL
7314,R-HSA-4641263,Regulation of FZD by ubiquitination
7314,R-HSA-5205685,PINK1-PRKN Mediated Mitophagy
7314,R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle
7314,R-HSA-5357905,Regulation of TNFR1 signaling
7314,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway
7314,R-HSA-5358346,Hedgehog ligand biogenesis
7314,R-HSA-5362768,Hh mutants are degraded by ERAD
7314,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling
7314,R-HSA-5607764,CLEC7A (Dectin-1) signaling
7314,R-HSA-5610780,Degradation of GLI1 by the proteasome
7314,R-HSA-5610783,Degradation of GLI2 by the proteasome
7314,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome
7314,R-HSA-5632684,Hedgehog 'on' state
7314,R-HSA-5654726,Negative regulation of FGFR1 signaling
7314,R-HSA-5654727,Negative regulation of FGFR2 signaling
7314,R-HSA-5654732,Negative regulation of FGFR3 signaling
7314,R-HSA-5654733,Negative regulation of FGFR4 signaling
7314,R-HSA-5655862,Translesion synthesis by POLK
7314,R-HSA-5656121,Translesion synthesis by POLI
7314,R-HSA-5656169,Termination of translesion DNA synthesis
7314,R-HSA-5658442,Regulation of RAS by GAPs
7314,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
7314,R-HSA-5675221,Negative regulation of MAPK pathway
7314,R-HSA-5675482,Regulation of necroptotic cell death
7314,R-HSA-5676590,NIK-->noncanonical NF-kB signaling
7314,R-HSA-5678895,Defective CFTR causes cystic fibrosis
7314,R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation
7314,R-HSA-5685942,HDR through Homologous Recombination (HRR)
7314,R-HSA-5687128,MAPK6/MAPK4 signaling
7314,R-HSA-5689603,UCH proteinases
7314,R-HSA-5689877,Josephin domain DUBs
7314,R-HSA-5689880,Ub-specific processing proteases
7314,R-HSA-5689896,Ovarian tumor domain proteases
7314,R-HSA-5689901,Metalloprotease DUBs
7314,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
7314,R-HSA-5693607,Processing of DNA double-strand break ends
7314,R-HSA-5696394,DNA Damage Recognition in GG-NER
7314,R-HSA-5696395,Formation of Incision Complex in GG-NER
7314,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER
7314,R-HSA-5696400,Dual Incision in GG-NER
7314,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex
7314,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER)
7314,R-HSA-6782135,Dual incision in TC-NER
7314,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER
7314,R-HSA-6783310,Fanconi Anemia Pathway
7314,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation
7314,R-HSA-6804757,Regulation of TP53 Degradation
7314,R-HSA-6804760,Regulation of TP53 Activity through Methylation
7314,R-HSA-6807004,Negative regulation of MET activity
7314,R-HSA-68867,Assembly of the pre-replicative complex
7314,R-HSA-68949,Orc1 removal from chromatin
7314,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6
7314,R-HSA-69231,Cyclin D associated events in G1
7314,R-HSA-69481,G2/M Checkpoints
7314,R-HSA-69541,Stabilization of p53
7314,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A
7314,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D
7314,R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1
7314,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
7314,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
7314,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
7314,R-HSA-8856828,Clathrin-mediated endocytosis
7314,R-HSA-8863795,Downregulation of ERBB2 signaling
7314,R-HSA-8866427,VLDLR internalisation and degradation
7314,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes
7314,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins
7314,R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell
7314,R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells
7314,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs
7314,R-HSA-8939902,Regulation of RUNX2 expression and activity
7314,R-HSA-8941858,Regulation of RUNX3 expression and activity
7314,R-HSA-8948747,Regulation of PTEN localization
7314,R-HSA-8948751,Regulation of PTEN stability and activity
7314,R-HSA-8951664,Neddylation
7314,R-HSA-901032,ER Quality Control Compartment (ERQC)
7314,R-HSA-9010553,Regulation of expression of SLITs and ROBOs
7314,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
7314,R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7
7314,R-HSA-9014325,"TICAM1,TRAF6-dependent induction of TAK1 complex"
7314,R-HSA-9020702,Interleukin-1 signaling
7314,R-HSA-9033241,Peroxisomal protein import
7314,R-HSA-909733,Interferon alpha/beta signaling
7314,R-HSA-912631,Regulation of signaling by CBL
7314,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT)
7314,R-HSA-917937,Iron uptake and transport
7314,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling
7314,R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)"
7314,R-HSA-937039,IRAK1 recruits IKK complex
7314,R-HSA-937041,IKK complex recruitment mediated by RIP1
7314,R-HSA-937042,IRAK2 mediated activation of TAK1 complex
7314,R-HSA-937072,TRAF6-mediated induction of TAK1 complex within TLR4 complex
7314,R-HSA-9604323,Negative regulation of NOTCH4 signaling
7314,R-HSA-9613829,Chaperone Mediated Autophagy
7314,R-HSA-9615710,Late endosomal microautophagy
7314,R-HSA-9636383,Prevention of phagosomal-lysosomal fusion
7314,R-HSA-9637628,Modulation by Mtb of host immune system
7314,R-HSA-9645460,Alpha-protein kinase 1 signaling pathway
7314,R-HSA-9646399,Aggrephagy
7314,R-HSA-9648002,RAS processing
7314,R-HSA-9664873,Pexophagy
7314,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells
7314,R-HSA-9683683,Maturation of protein E
7314,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses
7314,R-HSA-9694493,Maturation of protein E
7314,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling
7314,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses
7314,R-HSA-9706369,Negative regulation of FLT3
7314,R-HSA-9706377,FLT3 signaling by CBL mutants
7314,R-HSA-9708530,Regulation of BACH1 activity
7314,R-HSA-9725370,Signaling by ALK fusions and activated point mutants
7314,R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
7314,R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
7314,R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
7314,R-HSA-9755511,KEAP1-NFE2L2 pathway
7314,R-HSA-9758274,Regulation of NF-kappa B signaling
7314,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
7314,R-HSA-9766229,Degradation of CDH1
7314,R-HSA-9770562,mRNA Polyadenylation
7314,R-HSA-977225,Amyloid fiber formation
7314,R-HSA-9824878,"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 "
7314,R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation"
7314,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
7314,R-HSA-9833109,Evasion by RSV of host interferon responses
7314,R-HSA-9861718,Regulation of pyruvate metabolism
7314,R-HSA-9918432,Maturation of DENV proteins
7314,R-HSA-9918487,Dengue Virus Genome Translation and Replication
7314,R-HSA-9929356,GSK3B-mediated proteasomal degradation of PD-L1(CD274)
7314,R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274)
7314,R-HSA-9931269,AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)
7314,R-HSA-9931295,PD-L1(CD274) glycosylation and translocation to plasma membrane
7314,R-HSA-9932298,Degradation of CRY and PER proteins
7314,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide
7314,R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
7314,R-HSA-9956593,Enterobacterial factors antagonize host defense 
7316,R-HSA-110312,Translesion synthesis by REV1
7316,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex
7316,R-HSA-110320,Translesion Synthesis by POLH
7316,R-HSA-1169091,Activation of NF-kappaB in B cells
7316,R-HSA-1169408,ISG15 antiviral mechanism
7316,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
7316,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
7316,R-HSA-1236974,ER-Phagosome pathway
7316,R-HSA-1253288,Downregulation of ERBB4 signaling
7316,R-HSA-1295596,Spry regulation of FGF signaling
7316,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling
7316,R-HSA-162588,Budding and maturation of HIV virion
7316,R-HSA-168638,NOD1/2 Signaling Pathway
7316,R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment"
7316,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta
7316,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B
7316,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C
7316,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1
7316,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin
7316,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
7316,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A
7316,R-HSA-174490,Membrane binding and targetting of GAG proteins
7316,R-HSA-175474,Assembly Of The HIV Virion
7316,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A
7316,R-HSA-180534,Vpu mediated degradation of CD4
7316,R-HSA-180585,Vif-mediated degradation of APOBEC3G
7316,R-HSA-182971,EGFR downregulation
7316,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21
7316,R-HSA-195253,Degradation of beta-catenin by the destruction complex
7316,R-HSA-201681,TCF dependent signaling in response to WNT
7316,R-HSA-202424,Downstream TCR signaling
7316,R-HSA-205043,NRIF signals cell death from the nucleus
7316,R-HSA-209543,p75NTR recruits signalling complexes
7316,R-HSA-209560,NF-kB is activated and signals survival
7316,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation
7316,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
7316,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus
7316,R-HSA-2173788,Downregulation of TGF-beta receptor signaling
7316,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)
7316,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity
7316,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
7316,R-HSA-2467813,Separation of Sister Chromatids
7316,R-HSA-2559580,Oxidative Stress Induced Senescence
7316,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP)
7316,R-HSA-2559585,Oncogene Induced Senescence
7316,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
7316,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
7316,R-HSA-2672351,Stimuli-sensing channels
7316,R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants
7316,R-HSA-2871837,FCERI mediated NF-kB activation
7316,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
7316,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus
7316,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA
7316,R-HSA-3322077,Glycogen synthesis
7316,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1
7316,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex
7316,R-HSA-3785653,Myoclonic epilepsy of Lafora
7316,R-HSA-382556,ABC-family proteins mediated transport
7316,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  
7316,R-HSA-450302,activated TAK1 mediates p38 MAPK activation
7316,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
7316,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA
7316,R-HSA-4608870,Asymmetric localization of PCP proteins
7316,R-HSA-4641257,Degradation of AXIN
7316,R-HSA-4641258,Degradation of DVL
7316,R-HSA-4641263,Regulation of FZD by ubiquitination
7316,R-HSA-5205685,PINK1-PRKN Mediated Mitophagy
7316,R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle
7316,R-HSA-5357905,Regulation of TNFR1 signaling
7316,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway
7316,R-HSA-5358346,Hedgehog ligand biogenesis
7316,R-HSA-5362768,Hh mutants are degraded by ERAD
7316,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling
7316,R-HSA-5607764,CLEC7A (Dectin-1) signaling
7316,R-HSA-5610780,Degradation of GLI1 by the proteasome
7316,R-HSA-5610783,Degradation of GLI2 by the proteasome
7316,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome
7316,R-HSA-5632684,Hedgehog 'on' state
7316,R-HSA-5654726,Negative regulation of FGFR1 signaling
7316,R-HSA-5654727,Negative regulation of FGFR2 signaling
7316,R-HSA-5654732,Negative regulation of FGFR3 signaling
7316,R-HSA-5654733,Negative regulation of FGFR4 signaling
7316,R-HSA-5655862,Translesion synthesis by POLK
7316,R-HSA-5656121,Translesion synthesis by POLI
7316,R-HSA-5656169,Termination of translesion DNA synthesis
7316,R-HSA-5658442,Regulation of RAS by GAPs
7316,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
7316,R-HSA-5675221,Negative regulation of MAPK pathway
7316,R-HSA-5675482,Regulation of necroptotic cell death
7316,R-HSA-5676590,NIK-->noncanonical NF-kB signaling
7316,R-HSA-5678895,Defective CFTR causes cystic fibrosis
7316,R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation
7316,R-HSA-5685942,HDR through Homologous Recombination (HRR)
7316,R-HSA-5687128,MAPK6/MAPK4 signaling
7316,R-HSA-5689603,UCH proteinases
7316,R-HSA-5689877,Josephin domain DUBs
7316,R-HSA-5689880,Ub-specific processing proteases
7316,R-HSA-5689896,Ovarian tumor domain proteases
7316,R-HSA-5689901,Metalloprotease DUBs
7316,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
7316,R-HSA-5693607,Processing of DNA double-strand break ends
7316,R-HSA-5696394,DNA Damage Recognition in GG-NER
7316,R-HSA-5696395,Formation of Incision Complex in GG-NER
7316,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER
7316,R-HSA-5696400,Dual Incision in GG-NER
7316,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex
7316,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER)
7316,R-HSA-6782135,Dual incision in TC-NER
7316,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER
7316,R-HSA-6783310,Fanconi Anemia Pathway
7316,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation
7316,R-HSA-6804757,Regulation of TP53 Degradation
7316,R-HSA-6804760,Regulation of TP53 Activity through Methylation
7316,R-HSA-6807004,Negative regulation of MET activity
7316,R-HSA-68867,Assembly of the pre-replicative complex
7316,R-HSA-68949,Orc1 removal from chromatin
7316,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6
7316,R-HSA-69231,Cyclin D associated events in G1
7316,R-HSA-69481,G2/M Checkpoints
7316,R-HSA-69541,Stabilization of p53
7316,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A
7316,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D
7316,R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1
7316,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
7316,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
7316,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
7316,R-HSA-8856828,Clathrin-mediated endocytosis
7316,R-HSA-8863795,Downregulation of ERBB2 signaling
7316,R-HSA-8866427,VLDLR internalisation and degradation
7316,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes
7316,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins
7316,R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell
7316,R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells
7316,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs
7316,R-HSA-8939902,Regulation of RUNX2 expression and activity
7316,R-HSA-8941858,Regulation of RUNX3 expression and activity
7316,R-HSA-8948747,Regulation of PTEN localization
7316,R-HSA-8948751,Regulation of PTEN stability and activity
7316,R-HSA-8951664,Neddylation
7316,R-HSA-901032,ER Quality Control Compartment (ERQC)
7316,R-HSA-9010553,Regulation of expression of SLITs and ROBOs
7316,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
7316,R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7
7316,R-HSA-9014325,"TICAM1,TRAF6-dependent induction of TAK1 complex"
7316,R-HSA-9020702,Interleukin-1 signaling
7316,R-HSA-9033241,Peroxisomal protein import
7316,R-HSA-909733,Interferon alpha/beta signaling
7316,R-HSA-912631,Regulation of signaling by CBL
7316,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT)
7316,R-HSA-917937,Iron uptake and transport
7316,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling
7316,R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)"
7316,R-HSA-937039,IRAK1 recruits IKK complex
7316,R-HSA-937041,IKK complex recruitment mediated by RIP1
7316,R-HSA-937042,IRAK2 mediated activation of TAK1 complex
7316,R-HSA-937072,TRAF6-mediated induction of TAK1 complex within TLR4 complex
7316,R-HSA-9604323,Negative regulation of NOTCH4 signaling
7316,R-HSA-9613829,Chaperone Mediated Autophagy
7316,R-HSA-9615710,Late endosomal microautophagy
7316,R-HSA-9636383,Prevention of phagosomal-lysosomal fusion
7316,R-HSA-9637628,Modulation by Mtb of host immune system
7316,R-HSA-9645460,Alpha-protein kinase 1 signaling pathway
7316,R-HSA-9646399,Aggrephagy
7316,R-HSA-9648002,RAS processing
7316,R-HSA-9664873,Pexophagy
7316,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells
7316,R-HSA-9683683,Maturation of protein E
7316,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses
7316,R-HSA-9694493,Maturation of protein E
7316,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling
7316,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses
7316,R-HSA-9706369,Negative regulation of FLT3
7316,R-HSA-9706377,FLT3 signaling by CBL mutants
7316,R-HSA-9708530,Regulation of BACH1 activity
7316,R-HSA-9725370,Signaling by ALK fusions and activated point mutants
7316,R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
7316,R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
7316,R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
7316,R-HSA-9755511,KEAP1-NFE2L2 pathway
7316,R-HSA-9758274,Regulation of NF-kappa B signaling
7316,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
7316,R-HSA-9766229,Degradation of CDH1
7316,R-HSA-9770562,mRNA Polyadenylation
7316,R-HSA-977225,Amyloid fiber formation
7316,R-HSA-9824878,"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 "
7316,R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation"
7316,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
7316,R-HSA-9833109,Evasion by RSV of host interferon responses
7316,R-HSA-9861718,Regulation of pyruvate metabolism
7316,R-HSA-9918432,Maturation of DENV proteins
7316,R-HSA-9918487,Dengue Virus Genome Translation and Replication
7316,R-HSA-9929356,GSK3B-mediated proteasomal degradation of PD-L1(CD274)
7316,R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274)
